Problem Size,Default (ms),Impala (ms)
7440,1364,40
7460,1367,40
7480,1383,40
7500,1379,40
7520,1384,40
7540,1402,40
7560,1384,40
7580,1398,40
7600,1397,40
7620,1390,40
7640,1415,40
7660,1409,40
7680,1396,40
7700,1415,40
7720,1401,40
7740,1416,40
7760,1404,40
7780,1399,40
7800,1424,40
7820,1415,40
7840,1406,40
7860,1407,40
7880,1418,40
7900,1411,40
7920,1440,40
7940,1462,40
7960,1486,40
7980,1508,40
8000,1510,40
8020,1524,40
8040,1575,40
8060,1559,40
8080,1600,40
8100,1608,40
8120,1618,40
8140,1643,40
8160,1630,40
8180,1657,40
8200,1661,50
8220,1671,50
8240,1712,50
8260,1706,50
8280,1724,60
8300,1739,42
8320,1752,40
8340,1786,40
8360,1807,50
8380,1844,50
8400,1846,42
8420,1832,40
8440,1878,40
8460,1883,40
8480,1917,50
8500,1914,42
8520,1929,40
8540,1960,50
8560,1943,40
8580,1950,40
8600,1945,40
8620,1962,40
8640,1949,50
8660,1925,50
8680,1979,50
8700,1950,40
8720,1962,40
8740,1960,40
8760,1953,50
8780,1950,40
8800,1952,42
8820,2006,50
8840,2003,40
8860,2008,40
8880,2009,50
8900,2008,50
8920,2000,50
8940,2002,40
8960,1978,50
8980,1986,50
9000,1985,45
9020,1983,50
9040,2006,60
9060,1972,50
9080,2002,50
9100,2010,40
9120,2043,60
9140,2018,40
9160,1992,40
9180,2027,50
9200,2008,42
9220,2037,40
9240,2020,40
9260,2057,40
9280,2042,50
9300,2011,45
9320,2027,40
9340,2040,40
9360,2036,40
9380,2047,50
9400,2067,42
9420,2062,50
9440,2091,40
9460,2109,50
9480,2122,50
9500,2136,42
9520,2196,40
9540,2207,50
9560,2238,60
9580,2247,50
9600,2250,48
9620,2248,40
9640,2290,60
9660,2278,50
9680,2312,40
9700,2279,48
9720,2277,50
9740,2267,50
9760,2298,60
9780,2305,70
9800,2282,52
9820,2317,80
9840,2298,60
9860,2317,60
9880,2305,50
9900,2336,48
9920,2351,60
9940,2373,60
9960,2350,50
9980,2397,50
10000,2398,44
